11 2 6 1982 1 5 1 25000 17500 198 1 12 14 -4 14 2 6 5 -4 -4 -4 -4 -4 -4 1 2 -4 -4 200 850 0 1 4 -4 -4 -4 1 2 12 12 1 20 6 -4 -4 0 -4 -4 1 -4 17000 -4 -4 -4 6 3 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 34250 289 2 2 2 2 6 6 5 1
12 1 10 1981 1 5 1 0 17500 0 1 -3 12 12 12 2 -4 -4 -4 -4 -4 -4 -4 -4 2 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 0 11 11 0 -4 -4 -4 -4 0 -4 -4 1 -4 33000 -4 -4 -4 7 1 2 0 -4 -4 -4 -4 -4 -4 -4 1 0 0 0 0 0 0 1 0 0 -4 -4 -4 -4 1 1 0 0 20 -4 -4 -4 -4 -4 -4 -4 -4 3 3 -2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 94700 430 0 0 2 2 9 5 3 2
13 1 11 1984 1 5 -4 -4 -4 -4 1 -3 6 -4 6 2 8 -4 -4 -4 4 -4 0 -4 4 -4 -4 -4 -4 -4 -4 3 -4 1 -4 -4 0 0 11 10 1 30 5 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 4 1 1 1 0 0 1 1 0 0 -4 1 0 0 0 0 1 0 0 0 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 0 2 2 6 4 8 1
14 1 7 1980 1 5 1 0 17500 0 1 12 12 12 12 2 -4 -4 -4 -4 -4 -4 -4 -4 4 4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
15 2 1 1983 1 5 -4 -4 -4 -4 1 13 12 13 12 2 4 1 -4 -4 3 -4 0 -4 3 3 -4 -4 -4 -4 -4 2 2 -4 -4 -4 0 0 13 12 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 8 1 1 1 0 0 0 0 0 1 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 1 0 1 0 0 1 1 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 2 2 2 2 9 5 3 2
16 1 2 1982 1 5 3 13000 17500 120 1 10 11 -4 11 2 4 -4 -4 -4 -4 -4 -4 -4 1 -4 -4 -4 500 875 100 2 -4 2 -4 -4 3 2 12 12 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 8 6 1 0 -4 -4 -4 -4 -4 -4 18 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 2 2 2 2 3 4 21 1
17 2 11 1981 1 5 1 3750 7500 14 1 -3 14 10 14 2 -4 -4 -4 -4 -4 -4 -4 -4 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 3 2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
18 1 2 1982 0 2 1 0 3750 0 1 10 15 -4 15 1 8 4 -4 -4 -4 -4 -4 -4 4 3 -4 -4 300 850 100 1 -4 7 -4 -4 1 1 10 11 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 5 1 1 1 1 0 1 0 0 0 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 0 0 2 2 6 4 8 1
19 1 4 1984 0 2 1 0 3750 0 1 10 15 -4 15 1 12 -4 -4 -4 2 0 0 -4 3 -4 -4 -4 300 775 0 1 -4 4 -4 1 2 0 12 11 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 8 1 1 1 1 1 0 0 0 0 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 29500 164 0 0 2 2 7 3 7 1
20 1 12 1980 0 2 1 -3 3750 -3 1 10 11 -4 11 1 -4 -4 -4 -4 -4 -4 -4 -4 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 1 10 10 1 7 20 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 7 1 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 0 -3 -3 0 0 2 2 6 4 8 1
